id,title,genres,averageRating,numVotes,releaseYear
tt12074628,"Smiling Friends","Animation, Comedy, Short",8.5,19695,2020
tt0047708,"Alfred Hitchcock Presents","Crime, Drama, Mystery",8.5,19668,1955
tt0493331,"Barareh Nights",Comedy,8.5,18778,2005
tt5425186,"Horace and Pete","Comedy, Drama",8.5,17780,2016
tt0070644,"Scenes from a Marriage",Drama,8.5,17448,1973
tt4295140,"Chef's Table","Biography, Documentary",8.5,17287,2015
tt0185133,"Yu Yu Hakusho: Ghost Files","Action, Adventure, Animation",8.5,16696,1992
tt1230180,"The Angry Video Game Nerd","Action, Comedy, Fantasy",8.5,16013,2004
tt0131179,"Detective Conan","Action, Animation, Comedy",8.5,16000,1996
tt6958022,"The Defiant Ones","Biography, Crime, Documentary",8.5,15788,2017
tt11691684,"Flower of Evil","Crime, Mystery, Romance",8.5,15480,2020
tt0061287,"The Prisoner","Drama, Mystery, Sci-Fi",8.5,15379,1967
tt0098825,"House of Cards",Drama,8.5,15285,1990
tt26225038,"Death's Game","Drama, Fantasy",8.5,15269,2023
tt0934320,"Summer Heights High","Comedy, Drama, Family",8.5,15268,2007
tt0807832,Mushi-Shi,"Animation, Drama, Fantasy",8.5,15053,2005
tt22185582,Sixer,"Drama, Sport",8.5,14144,2022
tt27867155,"Mr Bates vs. The Post Office","Biography, Drama",8.5,12953,2024
tt0315008,"Great Teacher Onizuka","Animation, Comedy, Drama",8.5,12207,1999
tt0161952,"Saint Seiya: Knights of the Zodiac","Action, Adventure, Animation",8.5,11570,1986
tt12369754,Staged,"Comedy, Drama",8.5,10754,2020
tt0062550,"The Bugs Bunny/Road Runner Hour","Animation, Comedy",8.5,10358,1968
tt11052470,"Move to Heaven",Drama,8.5,10299,2021
tt2301351,"RuPaul's Drag Race All Stars","Game-Show, Reality-TV",8.5,10187,2012
tt5332206,Signal,"Crime, Drama, Fantasy",8.5,10012,2016
tt1632701,Suits,"Comedy, Drama",8.4,499344,2011
tt0460681,Supernatural,"Drama, Fantasy, Horror",8.4,497837,2005
tt2467372,"Brooklyn Nine-Nine","Comedy, Crime",8.4,380893,2013
tt0285403,Scrubs,"Comedy, Drama",8.4,274270,2001
tt5675620,"The Punisher","Action, Crime, Drama",8.4,273690,2017
tt12637874,Fallout,"Action, Adventure, Drama",8.4,270797,2024
tt5834204,"The Handmaid's Tale","Drama, Sci-Fi, Thriller",8.4,265202,2017
tt1119644,Fringe,"Drama, Mystery, Sci-Fi",8.4,261347,2008
tt3920596,"Big Little Lies","Crime, Drama, Mystery",8.4,231247,2017
tt7221388,"Cobra Kai","Action, Comedy, Drama",8.4,214895,2018
tt9561862,"Love, Death & Robots","Action, Adventure, Animation",8.4,205529,2019
tt0285331,24,"Action, Crime, Drama",8.4,199649,2001
tt10155688,"Mare of Easttown","Crime, Drama, Mystery",8.4,197626,2021
tt9253284,Andor,"Action, Adventure, Drama",8.4,178841,2022
tt0387199,Entourage,"Comedy, Drama",8.4,178806,2004
tt2401256,"The Night Of","Crime, Drama, Mystery",8.4,177762,2016
tt7657124,"The Heroes","Animation, Drama, History",8.4,168660,2008
tt8398600,"After Life","Comedy, Drama",8.4,157436,2019
tt1474684,Luther,"Crime, Drama, Mystery",8.4,156947,2010
tt0409591,Naruto,"Action, Adventure, Animation",8.4,137138,2002
tt2249364,Broadchurch,"Crime, Drama, Mystery",8.4,131160,2013
tt2017109,Banshee,"Action, Crime, Drama",8.4,130601,2013
tt0458290,"Star Wars: The Clone Wars","Action, Adventure, Animation",8.4,126592,2008
tt2149175,"The Americans","Crime, Drama, Mystery",8.4,114663,2013
tt0491738,Psych,"Comedy, Crime, Mystery",8.4,112817,2006
tt0118480,"Stargate SG-1","Action, Adventure, Drama",8.4,103380,1997
tt2788432,"American Crime Story","Biography, Crime, Drama",8.4,100112,2016
tt9059760,"Normal People","Drama, Romance",8.4,98492,2020
tt1220617,"The Inbetweeners",Comedy,8.4,96348,2008
tt0060028,"Star Trek","Action, Adventure, Sci-Fi",8.4,95168,1966
tt6473300,Mirzapur,"Action, Crime, Drama",8.4,88041,2018
tt1442462,"The Good Wife","Crime, Drama, Mystery",8.4,84639,2009
tt4189022,"Ash vs Evil Dead","Action, Comedy, Horror",8.4,81582,2015
tt0412253,"Veronica Mars","Crime, Drama, Mystery",8.4,79394,2004
tt1759761,Veep,Comedy,8.4,66357,2012
tt13616990,"Chainsaw Man","Action, Adventure, Animation",8.4,65293,2022
tt0262150,"Black Books",Comedy,8.4,62667,2000
tt5249462,Erased,"Animation, Crime, Drama",8.4,62256,2016
tt0995832,"Generation Kill","Drama, War",8.4,60672,2008
tt0925266,"Pushing Daisies","Comedy, Drama, Fantasy",8.4,60198,2007
tt2384811,Utopia,"Drama, Mystery, Sci-Fi",8.4,52466,2013
tt0103584,X-Men,"Action, Adventure, Animation",8.4,51336,1992
tt5743796,Warrior,"Action, Crime, Drama",8.4,47707,2019
tt0319969,Carnivàle,"Drama, Fantasy, Mystery",8.4,47525,2003
tt11247158,"The Legend of Vox Machina","Action, Adventure, Animation",8.4,46207,2022
tt1227926,"Dr. Horrible's Sing-Along Blog","Comedy, Musical, Sci-Fi",8.4,44471,2008
tt1942683,"The Amazing World of Gumball","Adventure, Animation, Comedy",8.4,44324,2011
tt1830379,"Top Boy","Crime, Drama, Thriller",8.4,42337,2011
tt0094582,"The Wonder Years","Comedy, Drama, Family",8.4,41653,1988
tt0056751,"Doctor Who","Adventure, Drama, Family",8.4,40224,1963
tt0458254,"The Colbert Report","Comedy, News, Talk-Show",8.4,39300,2005
tt7658402,"Harley Quinn","Action, Adventure, Animation",8.4,39150,2019
tt0094535,"Red Dwarf","Comedy, Sci-Fi",8.4,37834,1988
tt0472027,"John Adams","Biography, Drama, History",8.4,37598,2008
tt2578560,"Broad City",Comedy,8.4,36615,2014
tt0112175,"Spider-Man: The Animated Series","Action, Adventure, Animation",8.4,36608,1994
tt2543312,"Halt and Catch Fire",Drama,8.4,36142,2014
tt0105946,"Babylon 5","Action, Adventure, Drama",8.4,35280,1993
tt6439752,Snowfall,"Crime, Drama",8.4,35202,2017
tt0478942,"Life on Mars","Crime, Drama, Mystery",8.4,33370,2006
tt1883092,"Generation War","Action, Drama, History",8.4,33302,2013
tt7078180,"Violet Evergarden","Animation, Drama, Family",8.4,32034,2018
tt4192812,Unforgotten,"Crime, Drama, Mystery",8.4,32012,2015
tt13433812,Vincenzo,"Action, Comedy, Crime",8.4,31330,2021
tt4378376,"Babylon Berlin","Crime, Drama, Thriller",8.4,31022,2017
tt0826760,"The Killing","Crime, Drama, Mystery",8.4,30769,2007
tt14168162,"Bosch: Legacy","Crime, Drama",8.4,29832,2022
tt8594324,Ghosts,"Comedy, Fantasy",8.4,28446,2019
tt6905542,"The Dark Crystal: Age of Resistance","Adventure, Family, Fantasy",8.4,27726,2019
tt0086659,"'Allo 'Allo!","Comedy, History, War",8.4,27548,1982
tt6205862,"Inside Look: The People v. O.J. Simpson - American Crime Story","Documentary, Short",8.4,27426,2016
tt0074028,"The Muppet Show","Comedy, Family, Musical",8.4,26709,1976
tt0163503,"Top Gear",Documentary,8.4,25238,1978
tt0416394,"The Mighty Boosh","Comedy, Fantasy, Musical",8.4,24499,2003
tt0235923,"Invader ZIM","Action, Adventure, Animation",8.4,22985,2001
tt0098878,"Northern Exposure","Comedy, Drama",8.4,22739,1990
tt0108872,"My So-Called Life","Comedy, Drama, Romance",8.4,22364,1994
tt0083466,"Police Squad!","Comedy, Crime",8.4,21351,1982
tt0408381,"Doc Martin","Comedy, Drama, Romance",8.4,20982,2004
tt0976192,"The Spectacular Spider-Man","Action, Adventure, Animation",8.4,20310,2008
tt0118266,"The New Batman Adventures","Action, Adventure, Animation",8.4,19874,1997
tt1734135,"Trollhunters: Tales of Arcadia","Action, Adventure, Animation",8.4,19678,2016
tt0075572,Roots,"Biography, Drama, History",8.4,19245,1977
tt0066626,"All in the Family","Comedy, Drama",8.4,19240,1971
tt2407574,"My Mad Fat Diary","Comedy, Drama, Romance",8.4,19231,2013
tt8681148,"This Is Going to Hurt","Biography, Comedy, Drama",8.4,19222,2022
tt0053479,"The Andy Griffith Show","Comedy, Family",8.4,17597,1960
tt1553644,"The Ricky Gervais Show","Animation, Comedy, Talk-Show",8.4,17283,2010
tt9174582,Brassic,"Comedy, Drama",8.4,14894,2019
tt17921714,"A Small Light","Biography, Drama, History",8.4,13900,2023
tt0924651,"The Graham Norton Show","Comedy, Music, Talk-Show",8.4,13499,2007
tt0098833,"Jeeves and Wooster",Comedy,8.4,13331,1990
tt13409432,"Ranking of Kings","Action, Adventure, Animation",8.4,13063,2021
tt10183988,"Julie and the Phantoms","Adventure, Comedy, Drama",8.4,12683,2020
tt0184135,"The League of Gentlemen","Comedy, Horror",8.4,12531,1999
tt0054533,"The Dick Van Dyke Show","Comedy, Family",8.4,12224,1961
tt5514358,"Steins;Gate 0","Animation, Drama, Mystery",8.4,12182,2018
tt24640580,Moving,"Action, Adventure, Fantasy",8.4,12070,2023
tt4284216,Healer,"Action, Comedy, Crime",8.4,11823,2014
tt0437729,"The Late Late Show with Craig Ferguson","Comedy, Music, Talk-Show",8.4,11608,2005
tt1493239,Terriers,"Comedy, Crime, Drama",8.4,11412,2010
tt0096626,"The Kids in the Hall",Comedy,8.4,11259,1988
tt10324164,"Prehistoric Planet","Animation, Documentary, History",8.4,11090,2022
tt0112084,"Mr. Show with Bob and David",Comedy,8.4,10718,1995
tt6461346,Stranger,"Crime, Drama, Mystery",8.4,10684,2017
tt0092571,"Anne of Avonlea","Drama, Family, Romance",8.4,10429,1987
tt0105933,"The Adventures of Pete & Pete","Comedy, Drama, Family",8.4,10161,1992
tt8146754,"Infinity Train","Action, Adventure, Animation",8.4,10100,2019
tt0460649,"How I Met Your Mother","Comedy, Drama, Romance",8.3,745886,2005
tt0411008,Lost,"Adventure, Drama, Fantasy",8.3,619288,2004
tt0455275,"Prison Break","Action, Crime, Drama",8.3,604117,2005
tt11198330,"House of the Dragon","Action, Adventure, Drama",8.3,453656,2022
tt1796960,Homeland,"Crime, Drama, Mystery",8.3,365499,2011
tt8772296,Euphoria,Drama,8.3,258751,2019
tt0904208,Californication,"Comedy, Drama",8.3,190324,2007
tt3006802,Outlander,"Adventure, Drama, Fantasy",8.3,183964,2014
tt0118276,"Buffy the Vampire Slayer","Action, Adventure, Drama",8.3,163557,1997
tt11737520,"One Piece","Action, Adventure, Comedy",8.3,163356,2023
tt3647998,Taboo,"Drama, Mystery, Thriller",8.3,152699,2017
tt2632424,"The Originals","Drama, Fantasy, Horror",8.3,151717,2013
tt1695360,"The Legend of Korra","Action, Adventure, Animation",8.3,141975,2012
tt13146488,Peacemaker,"Action, Adventure, Comedy",8.3,141939,2022
tt0374463,"The Pacific","Action, Adventure, Drama",8.3,134868,2010
tt0496424,"30 Rock",Comedy,8.3,133826,2006
tt5348176,Barry,"Action, Comedy, Crime",8.3,128113,2018
tt1637727,"The Killing","Crime, Drama, Mystery",8.3,126701,2011
tt7909970,Unbelievable,"Crime, Drama",8.3,124698,2019
tt2234222,"Orphan Black","Drama, Sci-Fi, Thriller",8.3,119054,2013
tt2699128,"The Leftovers","Drama, Fantasy, Mystery",8.3,117054,2014
tt4270492,Billions,Drama,8.3,111976,2016
tt11337908,Maid,Drama,8.3,106531,2021
tt8714904,"Narcos: Mexico","Crime, Drama",8.3,95512,2018
tt2249007,"Ray Donovan","Crime, Drama",8.3,95243,2013
tt12590266,"Cyberpunk: Edgerunners","Action, Adventure, Animation",8.3,90742,2022
tt6517102,Castlevania,"Action, Adventure, Animation",8.3,84477,2017
tt12327578,"Star Trek: Strange New Worlds","Action, Adventure, Sci-Fi",8.3,62041,2022
tt0445114,Extras,"Comedy, Drama",8.3,61252,2005
tt1344204,"Blue Mountain State","Comedy, Sport",8.3,60089,2010
tt18335752,1923,"Drama, Western",8.3,59348,2022
tt6611916,Kingdom,"Action, Drama, Horror",8.3,56964,2019
tt1699748,"Hell on Wheels","Drama, Western",8.3,56780,2011
tt0383126,MythBusters,"Documentary, Mystery, Reality-TV",8.3,55385,2003
tt0220880,"Courage the Cowardly Dog","Adventure, Animation, Comedy",8.3,52837,1999
tt3358020,"Parasyte: The Maxim","Action, Animation, Drama",8.3,52569,2014
tt15477488,Farzi,"Crime, Drama, Thriller",8.3,48749,2023
tt0115147,"The Daily Show","Comedy, News, Talk-Show",8.3,48553,1996
tt3655448,"The Young Pope",Drama,8.3,48364,2016
tt1598754,"24: Live Another Day","Action, Crime, Drama",8.3,47081,2014
tt13706018,"Spy x Family","Action, Animation, Comedy",8.3,44707,2022
tt1466074,Columbo,"Crime, Drama, Mystery",8.3,43745,1971
tt1836037,Longmire,"Action, Crime, Drama",8.3,41103,2012
tt0187636,Farscape,"Action, Adventure, Drama",8.3,41077,1999
tt15469618,"Bad Sisters","Comedy, Drama, Thriller",8.3,39628,2022
tt4565380,Fauda,"Action, Drama, Thriller",8.3,39493,2015
tt4644488,"Dragon Ball Super","Action, Adventure, Animation",8.3,38319,2015
tt1416765,Parenthood,"Comedy, Drama",8.3,38093,2010
tt3636060,Poldark,"Drama, Romance",8.3,37054,2015
tt4057372,Sugarland,"Animation, Comedy, Family",8.3,35974,2019
tt0874936,Life,"Crime, Drama, Mystery",8.3,35661,2007
tt1702042,"An Idiot Abroad","Adventure, Comedy, Documentary",8.3,34748,2010
tt8694364,"Years and Years","Drama, Sci-Fi",8.3,34061,2019
tt5853176,"The Good Fight","Crime, Drama",8.3,33429,2017
tt9054904,"Why Women Kill","Comedy, Crime, Drama",8.3,33153,2019
tt21209876,"Solo Leveling","Action, Adventure, Animation",8.3,32224,2024
tt10244600,"Winning Time: The Rise of the Lakers Dynasty","Biography, Drama, Sport",8.3,30008,2022
tt8809646,"College Romance","Comedy, Drama, Romance",8.3,29002,2018
tt8688814,"The Dragon Prince","Action, Adventure, Animation",8.3,28914,2018
tt0381798,"Rescue Me","Comedy, Drama",8.3,28375,2004
tt2183404,Rectify,Drama,8.3,27995,2013
tt1984119,Feud,"Biography, Drama",8.3,27764,2017
tt2396135,Shetland,"Crime, Drama, Mystery",8.3,27399,2013
tt3012698,"Olive Kitteridge",Drama,8.3,26969,2014
tt1981558,"Key and Peele",Comedy,8.3,26827,2012
tt13623580,"Reservation Dogs","Comedy, Crime",8.3,25730,2021
tt1409055,"Dragon Ball Z Kai","Action, Adventure, Animation",8.3,25553,2009
tt0485842,"Studio 60 on the Sunset Strip","Comedy, Drama",8.3,25431,2006
tt13293588,"Mushoku Tensei: Jobless Reincarnation","Action, Adventure, Animation",8.3,24714,2021
tt0780362,"Jane Eyre","Drama, Romance",8.3,22741,2006
tt14518756,"Hometown Cha-Cha-Cha","Comedy, Drama, Romance",8.3,22524,2021
tt14192814,Kursadzije,"Comedy, Drama, Horror",8.3,22315,2006
tt14674086,"Welcome to Wrexham","Documentary, Sport",8.3,22221,2022
tt0948103,"Gurren Lagann","Action, Adventure, Animation",8.3,22213,2007
tt8679236,"Who Is America?",Comedy,8.3,20737,2018
tt6478318,Masum,"Crime, Drama, Mystery",8.3,20675,2017
tt7765404,Wayne,"Action, Comedy",8.3,20308,2019
tt0179552,"The Adventures of Tintin","Action, Adventure, Animation",8.3,19581,1991
tt11775988,"Operation MBBS","Comedy, Drama",8.3,19417,2020
tt0160904,MI-5,"Action, Crime, Drama",8.3,19013,2002
tt0835434,"In Treatment",Drama,8.3,18593,2008
tt0839188,Metalocalypse,"Animation, Comedy, Music",8.3,18452,2006
tt11070216,"Dirin Dirin","Animation, Comedy",8.3,18394,2015
tt13899566,"Special Ops 1.5: The Himmat Story","Action, Crime, Drama",8.3,17915,2021
tt0088491,"The Bugs Bunny/Looney Tunes Comedy Hour","Animation, Comedy, Family",8.3,17857,1985
tt4277922,"Call My Agent!","Comedy, Drama",8.3,17325,2015
tt1626038,"The Avengers: Earth's Mightiest Heroes","Action, Adventure, Animation",8.3,16765,2010
tt7222086,"Made in Abyss","Action, Adventure, Animation",8.3,16744,2017
tt1279972,Treme,"Drama, Music",8.3,16203,2010
tt1685471,"This Is England '86","Comedy, Crime, Drama",8.3,14828,2010
tt8888462,Pachinko,Drama,8.3,14784,2022
tt0103376,Bottom,Comedy,8.3,14508,1991
tt6157148,"Weightlifting Fairy Kim Bok-Joo","Comedy, Romance",8.3,14013,2016
tt10975574,Julia,"Biography, Drama",8.3,13659,2022
tt0361256,Wonderfalls,"Comedy, Drama, Fantasy",8.3,13253,2004
tt21975436,"Kaiju No. 8","Action, Adventure, Animation",8.3,13091,2024
tt0423661,"Green Wing","Comedy, Drama",8.3,12994,2004
tt5531466,DuckTales,"Action, Adventure, Animation",8.3,12766,2017
tt0050051,"Perry Mason","Crime, Drama, Mystery",8.3,12363,1957
tt9113406,"Wu-Tang: An American Saga","Biography, Drama, Music",8.3,12182,2019
tt6354518,"The Disastrous Life of Saiki K.","Animation, Comedy, Fantasy",8.3,11972,2016
tt0337898,"Law of the Lawless","Action, Crime, Drama",8.3,11902,2002
tt8893550,"Car Masters: Rust to Riches",Reality-TV,8.3,11836,2018
tt2126154,"This Is England '88","Comedy, Crime, Drama",8.3,11810,2011
tt2006421,"Gran Hotel","Crime, Drama, History",8.3,11459,2011
tt0974077,Cranford,Drama,8.3,10902,2007
tt0442632,"Bleak House","Crime, Drama",8.3,10871,2005
tt0362192,"State of Play","Crime, Drama, Mystery",8.3,10741,2003
tt6256484,"While You Were Sleeping","Comedy, Drama, Fantasy",8.3,10695,2017
tt20449048,"Feels Like Home",Comedy,8.3,10568,2022
tt21030032,"Oshi No Ko","Animation, Drama, Fantasy",8.3,10568,2023
tt1634549,Millennium,"Action, Crime, Mystery",8.3,10548,2010
tt0065314,"The Mary Tyler Moore Show",Comedy,8.3,10471,1970
tt12063450,"To Your Eternity","Adventure, Animation, Drama",8.3,10331,2021
tt0101049,"A Bit of Fry and Laurie",Comedy,8.3,10027,1987
tt6468322,"Money Heist","Action, Crime, Drama",8.2,551938,2017
tt9140554,Loki,"Action, Adventure, Fantasy",8.2,428575,2021
tt7767422,"Sex Education","Comedy, Drama, Romance",8.2,366315,2019
tt1196946,"The Mentalist","Crime, Drama, Mystery",8.2,206840,2008
tt4955642,"The Good Place","Comedy, Drama, Fantasy",8.2,198482,2016
tt2431438,Sense8,"Drama, Mystery, Sci-Fi",8.2,165633,2015
tt0238784,"Gilmore Girls","Comedy, Drama",8.2,155306,2000
tt0934814,Chuck,"Action, Comedy, Drama",8.2,149196,2007
tt1358522,"White Collar","Comedy, Crime, Drama",8.2,146000,2009
tt0212671,"Malcolm in the Middle","Comedy, Family",8.2,145956,2000
tt7049682,Watchmen,"Crime, Drama, Mystery",8.2,138030,2019
tt7203552,"The Morning Show",Drama,8.2,135186,2019
tt2628232,"Penny Dreadful","Drama, Fantasy, Horror",8.2,133740,2014
tt2375692,"Black Sails","Action, Adventure, Drama",8.2,118510,2014
tt0206512,"SpongeBob SquarePants","Animation, Comedy, Family",8.2,115599,1999
tt1548850,Misfits,"Comedy, Drama, Fantasy",8.2,109150,2009
tt6315640,Atypical,"Comedy, Drama",8.2,106753,2017
tt0106004,Frasier,Comedy,8.2,97823,1993
tt1561755,"Bob's Burgers","Animation, Comedy",8.2,95441,2011
tt0840196,Skins,Drama,8.2,95155,2007
tt5875444,"Slow Horses","Drama, Thriller",8.2,93585,2022
tt5626028,"My Hero Academia","Action, Adventure, Animation",8.2,86127,2016
tt5516154,Godless,"Action, Drama, Western",8.2,81951,2017
tt4635276,"Master of None","Comedy, Drama",8.2,77000,2015
tt0434665,Bleach,"Action, Adventure, Animation",8.2,75431,2004
tt0866442,"Eastbound & Down","Comedy, Drama, Sport",8.2,65558,2009
tt3487382,Forever,"Crime, Drama, Fantasy",8.2,63551,2014
tt3609352,"Grace and Frankie",Comedy,8.2,58447,2015
tt11712058,"Mayor of Kingstown","Crime, Drama, Thriller",8.2,56389,2021
tt1480684,"The League","Comedy, Sport",8.2,52767,2009
tt8788458,"The Promised Neverland","Action, Adventure, Animation",8.2,50027,2019
tt6317068,"Final Space","Action, Adventure, Animation",8.2,49233,2018
tt0088526,"The Golden Girls","Comedy, Drama",8.2,48916,1985
tt22074164,"Jury Duty",Comedy,8.2,48734,2023
tt11815682,Hacks,"Comedy, Drama",8.2,46482,2021
tt14664414,"Young Royals","Drama, Romance",8.2,46180,2021
tt5574490,"Animal Kingdom","Crime, Drama",8.2,45064,2016
tt7255502,"The Kominsky Method","Comedy, Drama",8.2,44948,2018
tt13911628,"Lessons in Chemistry",Drama,8.2,44151,2023
tt3061046,"Steven Universe","Action, Adventure, Animation",8.2,41478,2013
tt14218830,"Abbott Elementary",Comedy,8.2,38874,2021
tt7441658,"Black Clover","Action, Adventure, Animation",8.2,38439,2017
tt1073507,"Party Down","Comedy, Drama",8.2,37741,2009
tt0096684,"Quantum Leap","Action, Adventure, Drama",8.2,37262,1989
tt5137338,Victoria,"Biography, Drama, History",8.2,31809,2016
tt3877200,"The Missing","Crime, Drama, Mystery",8.2,30969,2014
tt13138834,Time,"Crime, Drama",8.2,28653,2021
tt0495212,"Hellsing Ultimate","Action, Animation, Fantasy",8.2,27960,2006
tt1235547,"Better Off Ted","Comedy, Sci-Fi",8.2,27652,2009
tt11639414,"The Midnight Gospel","Adventure, Animation, Comedy",8.2,26787,2020
tt8531222,Dave,"Comedy, Music",8.2,26441,2020
tt5912064,"Kim's Convenience",Comedy,8.2,25391,2016
tt1637574,Conan,"Comedy, Music, Talk-Show",8.2,25171,2010
tt0251439,Trigun,"Action, Adventure, Animation",8.2,24850,1998
tt8101850,Undone,"Animation, Drama, Fantasy",8.2,24428,2019
tt4374208,Catastrophe,Comedy,8.2,24295,2015
tt4592410,"The Get Down","Drama, Music, Musical",8.2,23949,2016
tt0379632,Hustle,"Crime, Drama, Mystery",8.2,23779,2004
tt4925000,"Descendants of the Sun","Action, Comedy, Drama",8.2,23754,2016
tt0908454,"Gavin & Stacey","Comedy, Drama, Romance",8.2,23494,2007
tt1844923,"Friday Night Dinner",Comedy,8.2,23245,2011
tt11398870,Caliphate,"Crime, Drama, Thriller",8.2,22967,2020
tt9458304,Dororo,"Action, Adventure, Animation",8.2,22533,2019
tt2581458,Looking,"Comedy, Drama, Romance",8.2,22103,2014
tt6466208,Breathe,"Crime, Drama, Thriller",8.2,22025,2018
tt0105929,"Absolutely Fabulous",Comedy,8.2,21985,1992
tt1693592,Vera,"Crime, Drama, Mystery",8.2,21204,2011
tt11239552,"Itaewon Class","Drama, Romance",8.2,21136,2020
tt0207275,"The 10th Kingdom","Adventure, Comedy, Family",8.2,20713,2000
tt0108906,"The Kingdom","Comedy, Drama, Fantasy",8.2,20683,1994
tt12197698,"Leverage: Redemption","Crime, Mystery, Thriller",8.2,20641,2021
tt5673782,Genius,"Biography, Drama, History",8.2,20388,2017
tt8392006,Apharan,"Action, Crime, Thriller",8.2,20203,2018
tt0106052,"Late Night with Conan O'Brien","Comedy, Music, Talk-Show",8.2,19207,1993
tt6263222,"Strong Girl Bong-soon","Comedy, Crime, Drama",8.2,19121,2017
tt1660055,"Scooby-Doo! Mystery Incorporated","Adventure, Animation, Comedy",8.2,19107,2010
tt4687882,Patriot,"Comedy, Drama, Thriller",8.2,18908,2015
tt1091909,"Murdoch Mysteries","Crime, Drama, Mystery",8.2,18260,2008
tt1988386,"Miss Fisher's Murder Mysteries","Crime, Drama, History",8.2,18160,2012
tt0983983,"Shaun the Sheep","Animation, Comedy, Family",8.2,17609,2007
tt1533435,Miranda,Comedy,8.2,17601,2009
tt3469052,"My Love from Another Star","Comedy, Drama, Fantasy",8.2,17130,2013
tt0387736,"Farscape: The Peacekeeper Wars","Action, Adventure, Drama",8.2,17051,2004
